Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
76611,2019-02-14 22:30:40,2288748891690227,fraud_Donnelly PLC,misc_net,749.92,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,fbd7a11b9ecc6950fa495ad758354841,1329258640,34.113082,-107.405093,1
238820,2019-04-29 17:30:00,676298633337,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,49.94,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,9d6ffd182e411709c8b88e713d753b75,1335720600,39.796416,-81.128472,0
292761,2019-05-24 08:45:11,213193596103206,fraud_Harris Inc,gas_transport,11.04,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,84ae7532d2360b4cb3844b4e31eb1611,1337849111,46.032496,-83.82775600000001,1
505461,2019-08-07 14:15:38,3576144910346950,fraud_Schaefer Ltd,kids_pets,26.57,Thomas,Payne,M,9455 Kathleen Brook Apt. 651,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,8bce53e966022b55bc922578d9f59390,1344348938,65.162648,-155.914368,0
242211,2020-09-16 22:13:47,4586810168620942,"fraud_Torp, Muller and Borer",health_fitness,20.96,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,90d8188eb930faf05d1518019cef3c8f,1379369627,32.672564,-80.040699,0
281212,2019-05-19 03:30:56,2720433095629877,"fraud_Stehr, Jewess and Schimmel",misc_net,749.17,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,0aab95b83406bbca0e0ad70f9d248efc,1337398256,44.078361,-69.40898100000001,1
1233999,2020-05-30 09:14:26,6515067575568369,fraud_Bradtke PLC,grocery_pos,258.23,Kevin,Pena,M,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,1990-10-15,2ee6167d58e0750e4163f142a5f1135d,1369905266,37.017945000000005,-81.306155,1
673726,2019-10-14 03:32:26,6011542681743618,fraud_Wiza LLC,misc_pos,1036.63,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,cecf1f4f5a52edd2eb4e8e4ce5dd3306,1350185546,39.434264,-78.034708,1
1222082,2020-05-25 19:04:53,3533742182628021,fraud_Schuppe-Schuppe,food_dining,7.23,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,828c305291dbcdab514481ccda2e8917,1369508693,33.665936,-80.179379,0
31703,2019-01-20 00:59:18,4277232699798846,fraud_Stracke-Lemke,grocery_pos,294.85,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,06666a3bb1a682d3984d1b120de7d285,1327021158,46.166151,-104.035749,1
156837,2020-08-15 14:40:32,4377338765909719,"fraud_Moore, Williamson and Emmerich",home,50.27,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,043dcda79fc99ff1541ce8481e9aa88a,1376577632,36.102787,-83.566919,0
562258,2019-08-27 05:39:21,3531129874770000,fraud_Goodwin-Nitzsche,grocery_pos,325.11,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,d9a61db9e44f8ef4ebb558dd5670f251,1346045961,44.25934,-72.236765,1
145171,2019-03-19 09:25:26,38295635583927,fraud_Auer-West,shopping_net,1143.13,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,784ca32a8369fb370d1b9f4776aea5b1,1332149126,32.99763,-99.443214,1
31615,2019-01-19 23:40:08,340951438290556,fraud_White and Sons,home,238.27,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,1518ff2214116ad01eab60056d6163bc,1327016408,41.754557,-73.505564,1
1262905,2020-06-08 23:49:53,3562793934111141,fraud_Barrows PLC,shopping_pos,1215.89,Meagan,Edwards,F,10376 Bullock Rapid,Queen Anne,MD,21657,38.9456,-75.9777,777,Television production assistant,1997-04-17,3ac2367125f1605de664f2c7255bc1af,1370735393,38.484506,-76.628408,1
9476,2020-06-23 21:14:15,30042378430132,fraud_Zboncak Ltd,food_dining,26.94,Connor,Grant,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1976-05-16,235265b65d88b6f03fa6e552f757c6c5,1372022055,39.953997,-72.553092,0
405509,2019-07-02 23:01:59,3508104404056005,fraud_Gerlach Inc,shopping_net,1047.13,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,e2376a803d4eebb55aa9d4c6daf461ef,1341270119,42.44785,-88.347252,1
262737,2019-05-11 02:53:48,2283743876903625,fraud_Torp-Labadie,gas_transport,71.08,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,7c96035f46fa3b043ca27867437a6d91,1336704828,34.145721,-83.766548,0
212297,2019-04-18 16:13:27,3531129874770000,fraud_Hermann and Sons,shopping_pos,7.89,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,62f1feca1c0389f7755872570c8ddb27,1334765607,43.69392,-72.624416,0
524768,2020-12-25 06:04:19,630424987505,fraud_Kilback LLC,grocery_pos,139.32,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,8b2038c07b64f2980909eece082bb31b,1387951459,38.710909,-78.921532,0
327431,2020-10-24 23:03:34,4883407061576,fraud_Pouros-Haag,shopping_pos,924.6,Rachel,Williams,F,6386 Bailey Hill Apt. 421,Seattle,WA,98118,47.5412,-122.275,837792,Systems developer,1936-12-23,2aca2695c7b92482706a1c005a8cd456,1382655814,47.688948,-122.785322,1
440165,2020-12-06 19:05:38,3514865930894695,fraud_Schimmel-Olson,kids_pets,58.52,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,79225a6606fe7743212e6ac496bc5c9d,1386356738,33.408660999999995,-105.120181,0
549178,2020-12-29 23:32:40,630424987505,fraud_Schmidt-Larkin,home,27.08,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,e5cbb34bb5fd215cad846b4a047f7707,1388359960,38.981854,-79.971345,0
653886,2019-10-05 21:06:19,4642255475285942,fraud_Nienow PLC,entertainment,7.78,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,3a51e0c15eda76a9488420634a4fe099,1349471179,39.575349,-110.14036000000002,0
1094808,2020-03-31 01:42:24,3592325941359225,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,283.93,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,425d47bee166a7b7e100ee21a45be47a,1364694144,38.061505,-76.359498,1
277682,2019-05-17 17:34:03,3577663406369449,fraud_Schmidt-Larkin,home,21.06,Cody,Hooper,M,7233 John Parks,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,1968-10-06,cffdbdce1406e54606193b1efd7e9c3b,1337276043,36.425901,-89.522846,0
670183,2019-10-12 23:56:54,4764202053279782,fraud_Bashirian Group,shopping_net,946.05,Derek,Jones,M,198 Candace Plaza,Diamond,OH,44412,41.0935,-81.0425,2644,Air cabin crew,1981-01-06,8a5fca2566d7319fba17ff0958ca8626,1350086214,41.442412,-81.060106,1
330090,2020-10-25 22:51:03,4295296907373,"fraud_Little, Gutmann and Lynch",shopping_net,773.18,Destiny,Fowler,F,007 Tonya Isle Suite 299,Wever,IA,52658,40.7067,-91.2268,1071,Quantity surveyor,1998-08-02,9ddbb2587e2949be42ea2eda5719d61b,1382741463,41.132628,-90.912569,1
18194,2019-01-11 23:04:38,2348245054386329,fraud_Hudson-Grady,shopping_pos,882.9,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,13a334d9d48023fd315fdbd5f373eba5,1326323078,41.430918,-79.057781,1
774815,2019-11-28 00:42:36,4067137330196900,fraud_Boyer PLC,shopping_net,989.81,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,1986-11-12,08130cbe31b0ec43d53624e531401146,1354063356,34.619201000000004,-88.22293499999999,1
327518,2020-10-24 23:46:41,4658117080136,fraud_Pollich LLC,home,21.8,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,eb9a29ae60be56c64a431ec59ade2421,1382658401,35.247683,-108.473238,0
461210,2020-12-11 04:47:55,4710826438164847414,fraud_Boyer-Reichert,shopping_net,9.12,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,d790d0a1a8e8d282983905437db1c407,1386737275,48.495154,-109.340746,0
673742,2019-10-14 03:41:18,6569097840281287,"fraud_Lind, Huel and McClure",gas_transport,11.68,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,e64d10abd181e77b11eb8f7043084e17,1350186078,39.099754,-105.575511,1
218061,2020-09-06 22:25:43,4904681492230012,fraud_Heaney-Marquardt,entertainment,493.98,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,4dd3016f786628b024cb93fab2d54458,1378506343,42.39999,-73.87866700000001,1
609230,2019-09-15 21:12:27,6011252220172077,fraud_Morissette LLC,entertainment,108.74,Melvin,Wright,M,210 Dean Causeway Suite 130,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",2001-12-19,ed4dc0b0285367854209404dd9d2c976,1347743547,42.596673,-96.625647,0
978913,2020-02-01 21:55:18,4260128500325,fraud_Mohr Inc,shopping_pos,111.9,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,1000d355dc95392ab5a2709faca1ed91,1359755718,37.31152,-82.411,0
453559,2020-12-08 22:07:08,213180742685905,"fraud_Heathcote, Yost and Kertzmann",shopping_net,981.4,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,2f1f1e952ac1190897ac764c27f02983,1386540428,41.302890000000005,-123.071834,1
1046621,2020-03-09 23:34:19,3528040995648998,fraud_Bednar Group,misc_net,882.02,Traci,Bridges,F,00378 Sarah Burgs Suite 106,Winnsboro,SC,29180,34.381,-81.109,14267,Solicitor,1963-03-08,fd09d1ec91b46c9150883faa5e85b51b,1362872059,34.447931,-81.99388499999999,1
233813,2019-04-28 02:28:24,4587657402165341815,fraud_Conroy-Cruickshank,gas_transport,8.99,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,55cac28d4cd6dd0446ddf52fa63adffb,1335580104,41.263251,-87.254064,1
449837,2020-12-08 09:11:45,6011679934075347,fraud_Schmitt Inc,gas_transport,82.14,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1974-04-16,eaf308b008babe0107f9085e874e4d58,1386493905,40.638529,-107.03884,0
214990,2019-04-20 01:00:20,4497451418073897078,fraud_Donnelly LLC,entertainment,577.62,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,2b2872b9f1663dc380fcdaf9212c177a,1334883620,31.919553000000004,-92.11797,1
282848,2020-10-05 03:42:59,4861310130652566408,"fraud_Schultz, Simonis and Little",grocery_pos,375.71,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,9fbfe4c90901d2b3242819a36bbe1c00,1380944579,29.452542,-90.925216,1
309039,2019-05-29 22:10:59,213124978348176,fraud_Boyer-Reichert,shopping_net,1121.83,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,653cc9cc82e147f2c1f65329a10083b1,1338329459,42.423839,-77.277187,1
17767,2020-06-27 16:40:14,6593250708747804,fraud_Mayert Group,shopping_pos,4.74,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,71d66859c286abe313ae76bb37fe0a41,1372351214,27.677728,-79.815999,0
1054493,2020-03-13 19:59:46,4855488158131690372,fraud_Hudson-Grady,shopping_pos,755.66,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,df8ab2afe4e385131d745659a36b7732,1363204786,44.427358,-72.08426899999999,1
1065219,2020-03-17 19:52:24,4570636521433188,"fraud_Turner, Ziemann and Lehner",food_dining,51.24,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,1988-04-09,f68d86a2eda426bcd88f2c43811e5356,1363549944,28.949454,-80.95647,0
601851,2019-09-13 00:17:50,374238209524200,"fraud_Goldner, Kovacek and Abbott",grocery_pos,323.37,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,1942-04-03,06f3f2f91447523a120ae2f5dcc73a12,1347495470,45.165690000000005,-119.894344,1
27690,2019-01-17 00:01:11,4708992452821239,fraud_Pacocha-O'Reilly,grocery_pos,160.73,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,4adadcf59354ade5c1b12269e5e4bdad,1326758471,36.707865000000005,-91.942227,0
